10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,03,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,02,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,02,10,10,02,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,02,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10
10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,00,10
10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,10,10,00,00,00,00,00,00,10
10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
00,00,00,00,00,00,00,00,00,00,10,10,10,10,10,10,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,10,10,10,10,10,10,10,00,00,00,00,00,00,00,00,00,00
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,00,00,00,00,00,00,00,00,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10,10,10,00,10,10,00,10,10,10,10,10,10
10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,10
10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10,10,00,10,10,10,10,00,10,10,10,10,10,00,10,10,00,10,10,10,10,10,00,10,10,10,10,00,10
